transaction_id,order_id,order_date,customer_id,product_id,region,quantity,unit_price,discount_pct,discount_amount,revenue,cogs
TRX0014199,ORD006362,2024-12-15,CUST0253,P013,DKI Jakarta,6,13800,0.0217,1799.56,81000.44,63600
TRX0015648,ORD006988,2024-12-15,CUST0180,P006,Sulawesi Selatan,4,9500,0.0327,1240.81,36759.19,28400
TRX0016482,ORD007364,2024-12-15,CUST0409,P001,DKI Jakarta,3,18500,0.0511,2834.66,52665.34,47400
TRX0016484,ORD007364,2024-12-15,CUST0409,P015,DKI Jakarta,7,28500,0.0151,3022.08,196477.92,154000
TRX0017329,ORD007734,2024-12-15,CUST0262,P010,Bali,5,9800,0.0737,3609.05,45390.95,37500
TRX0018022,ORD008035,2024-12-15,CUST0064,P010,Sumatera Utara,17,9800,0.0543,9047.47,157552.53,127500
TRX0018023,ORD008035,2024-12-15,CUST0064,P001,Sumatera Utara,6,18500,0.0481,5340.58,105659.42,94800
TRX0018435,ORD008234,2024-12-15,CUST0475,P009,Sumatera Utara,14,3800,0.0933,4962.65,48237.35,40600
TRX0018436,ORD008234,2024-12-15,CUST0475,P004,Sumatera Utara,1,3200,0.0641,205.17,2994.83,2450
TRX0018437,ORD008234,2024-12-15,CUST0475,P005,Sumatera Utara,8,3000,0.0791,1897.5,22102.5,18400
TRX0018438,ORD008234,2024-12-15,CUST0475,P012,Sumatera Utara,7,16500,0.1027,11864.47,103635.53,91700
TRX0018439,ORD008234,2024-12-15,CUST0475,P011,Sumatera Utara,10,11500,0.0576,6621.81,108378.19,89000
TRX0018500,ORD008261,2024-12-15,CUST0151,P008,Jawa Barat,6,19500,0.0941,11006.47,105993.53,98400
TRX0018501,ORD008261,2024-12-15,CUST0151,P005,Jawa Barat,9,3000,0.0704,1899.86,25100.14,20700
TRX0018502,ORD008261,2024-12-15,CUST0151,P014,Jawa Barat,7,20000,0.0813,11384.38,128615.62,108500
TRX0021225,ORD009507,2024-12-15,CUST0418,P001,Jawa Timur,7,18500,0.0673,8708.99,120791.01,110600
TRX0024180,ORD010831,2024-12-15,CUST0363,P010,DKI Jakarta,10,9800,0.0779,7636.0,90364.0,75000
TRX0024181,ORD010831,2024-12-15,CUST0363,P004,DKI Jakarta,11,3200,0.03,1056.38,34143.62,26950
TRX0024182,ORD010831,2024-12-15,CUST0363,P008,DKI Jakarta,14,19500,0.0632,17242.4,255757.6,229600
TRX0024483,ORD010966,2024-12-15,CUST0337,P014,Jawa Barat,4,20000,0.0435,3480.79,76519.21,62000
TRX0024641,ORD011044,2024-12-15,CUST0081,P004,Jawa Timur,12,3200,0.0523,2010.19,36389.81,29400
TRX0024642,ORD011044,2024-12-15,CUST0081,P010,Jawa Timur,19,9800,0.0905,16859.64,169340.36,142500
TRX0024643,ORD011044,2024-12-15,CUST0081,P002,Jawa Timur,7,68000,0.1034,49198.81,426801.19,423500
TRX0024644,ORD011044,2024-12-15,CUST0081,P006,Jawa Timur,1,9500,0.1062,1008.88,8491.12,7100
TRX0024645,ORD011044,2024-12-15,CUST0081,P005,Jawa Timur,12,3000,0.0,0.0,36000.0,27600
TRX0024813,ORD011122,2024-12-15,CUST0356,P005,Banten,10,3000,0.0792,2375.49,27624.51,23000
TRX0024814,ORD011122,2024-12-15,CUST0356,P001,Banten,10,18500,0.0,0.0,185000.0,158000
TRX0028257,ORD012625,2024-12-15,CUST0400,P004,DKI Jakarta,5,3200,0.0479,765.98,15234.02,12250
TRX0028387,ORD012679,2024-12-15,CUST0130,P006,DKI Jakarta,8,9500,0.081,6153.86,69846.14,56800
TRX0028388,ORD012679,2024-12-15,CUST0130,P002,DKI Jakarta,7,68000,0.0637,30330.37,445669.63,423500
TRX0032613,ORD014570,2024-12-15,CUST0481,P001,Jawa Barat,6,18500,0.0693,7695.04,103304.96,94800
TRX0032614,ORD014570,2024-12-15,CUST0481,P003,Jawa Barat,7,15500,0.0444,4814.79,103685.21,92400
TRX0032615,ORD014570,2024-12-15,CUST0481,P013,Jawa Barat,7,13800,0.0519,5010.4,91589.6,74200
TRX0034487,ORD015404,2024-12-15,CUST0261,P007,DKI Jakarta,21,12500,0.1115,29260.93,233239.07,201600
TRX0035699,ORD015936,2024-12-15,CUST0179,P004,Jawa Barat,9,3200,0.0882,2539.33,26260.67,22050
TRX0035700,ORD015936,2024-12-15,CUST0179,P007,Jawa Barat,6,12500,0.0777,5828.85,69171.15,57600
TRX0035701,ORD015936,2024-12-15,CUST0179,P002,Jawa Barat,16,68000,0.0627,68251.91,1019748.09,968000
TRX0035702,ORD015936,2024-12-15,CUST0179,P010,Jawa Barat,9,9800,0.0435,3840.65,84359.35,67500
TRX0035703,ORD015936,2024-12-15,CUST0179,P014,Jawa Barat,1,20000,0.0455,909.73,19090.27,15500
TRX0036911,ORD016487,2024-12-15,CUST0446,P002,Banten,15,68000,0.0811,82758.69,937241.31,907500
TRX0038008,ORD016987,2024-12-15,CUST0088,P005,DKI Jakarta,7,3000,0.0152,318.94,20681.06,16100
TRX0038009,ORD016987,2024-12-15,CUST0088,P004,DKI Jakarta,27,3200,0.1052,9091.71,77308.29,66150
TRX0038090,ORD017027,2024-12-15,CUST0413,P008,DKI Jakarta,4,19500,0.0221,1726.19,76273.81,65600
TRX0038091,ORD017027,2024-12-15,CUST0413,P004,DKI Jakarta,7,3200,0.0914,2047.36,20352.64,17150
TRX0039159,ORD017490,2024-12-15,CUST0167,P006,Jawa Barat,21,9500,0.1466,29245.64,170254.36,149100
TRX0039160,ORD017490,2024-12-15,CUST0167,P011,Jawa Barat,4,11500,0.0527,2425.72,43574.28,35600
TRX0039161,ORD017490,2024-12-15,CUST0167,P004,Jawa Barat,17,3200,0.0,0.0,54400.0,41650
TRX0039162,ORD017490,2024-12-15,CUST0167,P009,Jawa Barat,10,3800,0.0619,2350.9,35649.1,29000
TRX0039717,ORD017737,2024-12-15,CUST0468,P003,Jawa Barat,3,15500,0.0952,4424.59,42075.41,39600
TRX0039718,ORD017737,2024-12-15,CUST0468,P004,Jawa Barat,9,3200,0.0342,986.11,27813.89,22050
TRX0041970,ORD018744,2024-12-15,CUST0499,P011,Sulawesi Selatan,5,11500,0.1233,7089.78,50410.22,44500
TRX0042894,ORD019167,2024-12-15,CUST0489,P005,DKI Jakarta,1,3000,0.071,213.1,2786.9,2300
TRX0042895,ORD019167,2024-12-15,CUST0489,P001,DKI Jakarta,16,18500,0.0661,19576.28,276423.72,252800
TRX0042896,ORD019167,2024-12-15,CUST0489,P003,DKI Jakarta,3,15500,0.0507,2356.18,44143.82,39600
TRX0044310,ORD019778,2024-12-15,CUST0268,P006,Banten,11,9500,0.0365,3818.95,100681.05,78100
TRX0048038,ORD021442,2024-12-15,CUST0030,P004,Jawa Barat,13,3200,0.0619,2574.19,39025.81,31850
TRX0048039,ORD021442,2024-12-15,CUST0030,P008,Jawa Barat,10,19500,0.0751,14649.38,180350.62,164000
TRX0048040,ORD021442,2024-12-15,CUST0030,P001,Jawa Barat,5,18500,0.0529,4892.93,87607.07,79000
TRX0050280,ORD022471,2024-12-15,CUST0400,P001,DKI Jakarta,14,18500,0.0936,24240.63,234759.37,221200
TRX0050281,ORD022471,2024-12-15,CUST0400,P002,DKI Jakarta,6,68000,0.0469,19126.47,388873.53,363000
TRX0050282,ORD022471,2024-12-15,CUST0400,P013,DKI Jakarta,5,13800,0.041,2831.24,66168.76,53000
TRX0050283,ORD022471,2024-12-15,CUST0400,P006,DKI Jakarta,29,9500,0.1182,32563.71,242936.29,205900
TRX0050284,ORD022471,2024-12-15,CUST0400,P004,DKI Jakarta,15,3200,0.0917,4399.26,43600.74,36750
TRX0050499,ORD022574,2024-12-15,CUST0223,P001,Sumatera Utara,3,18500,0.0164,910.31,54589.69,47400
TRX0050500,ORD022574,2024-12-15,CUST0223,P012,Sumatera Utara,4,16500,0.0262,1727.49,64272.51,52400
TRX0050624,ORD022629,2024-12-15,CUST0071,P010,Bali,3,9800,0.0653,1918.52,27481.48,22500
TRX0050654,ORD022642,2024-12-15,CUST0072,P004,Jawa Timur,8,3200,0.0291,744.66,24855.34,19600
TRX0050655,ORD022642,2024-12-15,CUST0072,P003,Jawa Timur,18,15500,0.0571,15934.39,263065.61,237600
TRX0050656,ORD022642,2024-12-15,CUST0072,P001,Jawa Timur,2,18500,0.0274,1013.72,35986.28,31600
TRX0050657,ORD022642,2024-12-15,CUST0072,P014,Jawa Timur,15,20000,0.0117,3524.57,296475.43,232500
TRX0050658,ORD022642,2024-12-15,CUST0072,P008,Jawa Timur,3,19500,0.0465,2721.08,55778.92,49200
TRX0052810,ORD023606,2024-12-15,CUST0403,P006,Jawa Timur,6,9500,0.0628,3580.29,53419.71,42600
TRX0053608,ORD023963,2024-12-15,CUST0018,P005,Bali,5,3000,0.0991,1487.16,13512.84,11500
TRX0053609,ORD023963,2024-12-15,CUST0018,P009,Bali,7,3800,0.106,2819.82,23780.18,20300
TRX0053610,ORD023963,2024-12-15,CUST0018,P007,Bali,10,12500,0.0617,7709.51,117290.49,96000
TRX0055175,ORD024651,2024-12-15,CUST0302,P002,Jawa Barat,7,68000,0.0434,20644.24,455355.76,423500
TRX0055176,ORD024651,2024-12-15,CUST0302,P003,Jawa Barat,7,15500,0.0964,10454.14,98045.86,92400
TRX0055177,ORD024651,2024-12-15,CUST0302,P006,Jawa Barat,5,9500,0.0842,3999.08,43500.92,35500
TRX0000578,ORD000264,2024-12-16,CUST0450,P004,Jawa Barat,8,3200,0.0056,144.05,25455.95,19600
TRX0000579,ORD000264,2024-12-16,CUST0450,P002,Jawa Barat,3,68000,0.0515,10501.84,193498.16,181500
TRX0000967,ORD000431,2024-12-16,CUST0441,P004,Jawa Tengah,8,3200,0.0681,1742.79,23857.21,19600
TRX0001714,ORD000761,2024-12-16,CUST0227,P009,Jawa Timur,9,3800,0.0406,1387.93,32812.07,26100
TRX0005471,ORD002451,2024-12-16,CUST0316,P011,Banten,5,11500,0.0887,5100.36,52399.64,44500
TRX0005511,ORD002467,2024-12-16,CUST0325,P001,Banten,12,18500,0.0174,3852.15,218147.85,189600
TRX0009224,ORD004117,2024-12-16,CUST0327,P004,DKI Jakarta,8,3200,0.0859,2199.54,23400.46,19600
TRX0010608,ORD004740,2024-12-16,CUST0325,P006,Banten,8,9500,0.0118,898.72,75101.28,56800
TRX0010865,ORD004861,2024-12-16,CUST0468,P007,Jawa Barat,7,12500,0.0986,8628.61,78871.39,67200
TRX0010866,ORD004861,2024-12-16,CUST0468,P003,Jawa Barat,4,15500,0.063,3908.4,58091.6,52800
TRX0011197,ORD005015,2024-12-16,CUST0254,P004,Sulawesi Selatan,2,3200,0.0603,385.88,6014.12,4900
TRX0011983,ORD005365,2024-12-16,CUST0159,P008,Jawa Timur,34,19500,0.153,101431.29,561568.71,557600
TRX0014166,ORD006347,2024-12-16,CUST0284,P013,Jawa Timur,13,13800,0.0344,6164.16,173235.84,137800
TRX0014167,ORD006347,2024-12-16,CUST0284,P002,Jawa Timur,3,68000,0.0753,15351.76,188648.24,181500
TRX0014168,ORD006347,2024-12-16,CUST0284,P005,Jawa Timur,3,3000,0.0467,420.54,8579.46,6900
TRX0015156,ORD006781,2024-12-16,CUST0267,P003,Bali,4,15500,0.0739,4579.21,57420.79,52800
TRX0015294,ORD006836,2024-12-16,CUST0053,P001,Sulawesi Selatan,15,18500,0.0255,7084.03,270415.97,237000
TRX0015295,ORD006836,2024-12-16,CUST0053,P004,Sulawesi Selatan,15,3200,0.0142,680.88,47319.12,36750
TRX0015296,ORD006836,2024-12-16,CUST0053,P007,Sulawesi Selatan,32,12500,0.1179,47165.4,352834.6,307200
TRX0015672,ORD006998,2024-12-16,CUST0066,P002,Jawa Timur,16,68000,0.0489,53150.2,1034849.8,968000
TRX0015673,ORD006998,2024-12-16,CUST0066,P005,Jawa Timur,9,3000,0.0679,1833.54,25166.46,20700
TRX0015674,ORD006998,2024-12-16,CUST0066,P014,Jawa Timur,8,20000,0.0368,5895.8,154104.2,124000
TRX0015675,ORD006998,2024-12-16,CUST0066,P006,Jawa Timur,10,9500,0.0348,3310.32,91689.68,71000
TRX0016572,ORD007405,2024-12-16,CUST0428,P001,Jawa Barat,14,18500,0.004,1037.96,257962.04,221200
TRX0019404,ORD008671,2024-12-16,CUST0014,P003,Jawa Barat,4,15500,0.0171,1063.29,60936.71,52800
TRX0021710,ORD009728,2024-12-16,CUST0446,P006,Banten,1,9500,0.0445,422.93,9077.07,7100
TRX0023025,ORD010318,2024-12-16,CUST0144,P010,Jawa Timur,16,9800,0.0849,13319.75,143480.25,120000
TRX0026045,ORD011654,2024-12-16,CUST0316,P003,Banten,12,15500,0.0637,11850.26,174149.74,158400
TRX0026366,ORD011789,2024-12-16,CUST0451,P001,Jawa Barat,8,18500,0.0526,7784.36,140215.64,126400
TRX0026497,ORD011843,2024-12-16,CUST0308,P014,Sumatera Utara,3,20000,0.0216,1293.08,58706.92,46500
TRX0026498,ORD011843,2024-12-16,CUST0308,P012,Sumatera Utara,17,16500,0.0177,4965.99,275534.01,222700
TRX0029289,ORD013086,2024-12-16,CUST0446,P004,Banten,16,3200,0.0941,4815.91,46384.09,39200
TRX0029290,ORD013086,2024-12-16,CUST0446,P001,Banten,4,18500,0.047,3481.6,70518.4,63200
TRX0030876,ORD013791,2024-12-16,CUST0399,P013,Sulawesi Selatan,3,13800,0.1129,4674.72,36725.28,31800
TRX0036176,ORD016152,2024-12-16,CUST0379,P001,DKI Jakarta,12,18500,0.0353,7846.03,214153.97,189600
TRX0037036,ORD016545,2024-12-16,CUST0464,P004,Jawa Tengah,8,3200,0.0622,1591.44,24008.56,19600
TRX0037240,ORD016635,2024-12-16,CUST0355,P001,Jawa Tengah,1,18500,0.0125,230.77,18269.23,15800
TRX0039261,ORD017533,2024-12-16,CUST0062,P001,Jawa Tengah,10,18500,0.0432,8001.15,176998.85,158000
TRX0039581,ORD017673,2024-12-16,CUST0393,P003,Jawa Barat,17,15500,0.0,0.0,263500.0,224400
TRX0040658,ORD018162,2024-12-16,CUST0307,P004,DKI Jakarta,5,3200,0.0,0.0,16000.0,12250
TRX0040659,ORD018162,2024-12-16,CUST0307,P014,DKI Jakarta,13,20000,0.1035,26915.49,233084.51,201500
TRX0040660,ORD018162,2024-12-16,CUST0307,P013,DKI Jakarta,5,13800,0.0439,3026.85,65973.15,53000
TRX0041289,ORD018435,2024-12-16,CUST0085,P001,Jawa Barat,13,18500,0.0511,12290.71,228209.29,205400
TRX0041603,ORD018574,2024-12-16,CUST0163,P006,Bali,6,9500,0.0479,2727.56,54272.44,42600
TRX0041604,ORD018574,2024-12-16,CUST0163,P011,Bali,6,11500,0.0547,3772.17,65227.83,53400
TRX0041605,ORD018574,2024-12-16,CUST0163,P005,Bali,4,3000,0.069,827.43,11172.57,9200
TRX0044786,ORD019995,2024-12-16,CUST0189,P005,Sumatera Utara,17,3000,0.1011,5157.94,45842.06,39100
TRX0045582,ORD020365,2024-12-16,CUST0453,P008,Jawa Timur,2,19500,0.0796,3104.09,35895.91,32800
TRX0045583,ORD020365,2024-12-16,CUST0453,P002,Jawa Timur,12,68000,0.0537,43807.76,772192.24,726000
TRX0046993,ORD020967,2024-12-16,CUST0141,P004,Sulawesi Selatan,10,3200,0.0656,2098.09,29901.91,24500
TRX0046994,ORD020967,2024-12-16,CUST0141,P003,Sulawesi Selatan,2,15500,0.0805,2495.2,28504.8,26400
TRX0046995,ORD020967,2024-12-16,CUST0141,P011,Sulawesi Selatan,10,11500,0.06,6904.5,108095.5,89000
TRX0046996,ORD020967,2024-12-16,CUST0141,P001,Sulawesi Selatan,10,18500,0.062,11461.4,173538.6,158000
TRX0047397,ORD021150,2024-12-16,CUST0332,P001,DKI Jakarta,2,18500,0.0258,953.77,36046.23,31600
TRX0047398,ORD021150,2024-12-16,CUST0332,P005,DKI Jakarta,7,3000,0.1356,2847.1,18152.9,16100
TRX0048470,ORD021641,2024-12-16,CUST0257,P006,Sulawesi Selatan,1,9500,0.0686,651.4,8848.6,7100
TRX0048551,ORD021687,2024-12-16,CUST0349,P004,Jawa Tengah,6,3200,0.0413,793.43,18406.57,14700
TRX0049440,ORD022099,2024-12-16,CUST0471,P005,Jawa Tengah,10,3000,0.0563,1689.85,28310.15,23000
TRX0050992,ORD022779,2024-12-16,CUST0401,P010,Banten,8,9800,0.0541,4239.04,74160.96,60000
TRX0051989,ORD023241,2024-12-16,CUST0213,P007,Jawa Barat,25,12500,0.1392,43502.16,268997.84,240000
TRX0051990,ORD023241,2024-12-16,CUST0213,P013,Jawa Barat,1,13800,0.0817,1127.05,12672.95,10600
TRX0052219,ORD023346,2024-12-16,CUST0097,P005,Sulawesi Selatan,4,3000,0.0044,53.34,11946.66,9200
TRX0052811,ORD023607,2024-12-16,CUST0181,P010,Jawa Timur,6,9800,0.0532,3130.74,55669.26,45000
TRX0055632,ORD024861,2024-12-16,CUST0221,P014,Jawa Barat,5,20000,0.0556,5562.6,94437.4,77500
TRX0002996,ORD001337,2024-12-17,CUST0018,P004,Bali,8,3200,0.1141,2921.16,22678.84,19600
TRX0002997,ORD001337,2024-12-17,CUST0018,P011,Bali,22,11500,0.1047,26480.92,226519.08,195800
TRX0002998,ORD001337,2024-12-17,CUST0018,P012,Bali,13,16500,0.0714,15316.04,199183.96,170300
TRX0002999,ORD001337,2024-12-17,CUST0018,P001,Bali,2,18500,0.0895,3313.2,33686.8,31600
TRX0009537,ORD004249,2024-12-17,CUST0437,P008,DKI Jakarta,12,19500,0.0855,20000.81,213999.19,196800
TRX0013842,ORD006211,2024-12-17,CUST0471,P009,Jawa Tengah,4,3800,0.0263,399.22,14800.78,11600
TRX0013843,ORD006211,2024-12-17,CUST0471,P008,Jawa Tengah,6,19500,0.0599,7002.66,109997.34,98400
TRX0015396,ORD006882,2024-12-17,CUST0098,P001,Jawa Tengah,3,18500,0.0658,3654.55,51845.45,47400
TRX0015719,ORD007019,2024-12-17,CUST0124,P001,Jawa Timur,7,18500,0.0679,8797.28,120702.72,110600
TRX0015720,ORD007019,2024-12-17,CUST0124,P009,Jawa Timur,5,3800,0.0,0.0,19000.0,14500
TRX0016824,ORD007519,2024-12-17,CUST0447,P004,Sumatera Utara,6,3200,0.0471,905.11,18294.89,14700
TRX0017092,ORD007638,2024-12-17,CUST0120,P008,DKI Jakarta,6,19500,0.069,8068.84,108931.16,98400
TRX0017093,ORD007638,2024-12-17,CUST0120,P010,DKI Jakarta,18,9800,0.014,2466.76,173933.24,135000
TRX0017094,ORD007638,2024-12-17,CUST0120,P002,DKI Jakarta,10,68000,0.0015,1012.92,678987.08,605000
TRX0018036,ORD008045,2024-12-17,CUST0310,P002,Sumatera Utara,11,68000,0.0551,41178.85,706821.15,665500
TRX0018037,ORD008045,2024-12-17,CUST0310,P013,Sumatera Utara,4,13800,0.0,0.0,55200.0,42400
TRX0021072,ORD009439,2024-12-17,CUST0392,P002,Jawa Tengah,13,68000,0.0238,21080.29,862919.71,786500
TRX0021073,ORD009439,2024-12-17,CUST0392,P010,Jawa Tengah,6,9800,0.0053,312.9,58487.1,45000
TRX0021074,ORD009439,2024-12-17,CUST0392,P012,Jawa Tengah,2,16500,0.0762,2516.18,30483.82,26200
TRX0021612,ORD009687,2024-12-17,CUST0490,P015,Jawa Timur,13,28500,0.0768,28464.32,342035.68,286000
TRX0021613,ORD009687,2024-12-17,CUST0490,P012,Jawa Timur,6,16500,0.0568,5622.7,93377.3,78600
TRX0021614,ORD009687,2024-12-17,CUST0490,P001,Jawa Timur,7,18500,0.0395,5115.1,124384.9,110600
TRX0025429,ORD011385,2024-12-17,CUST0064,P014,Sumatera Utara,3,20000,0.0846,5077.33,54922.67,46500
TRX0025430,ORD011385,2024-12-17,CUST0064,P003,Sumatera Utara,20,15500,0.085,26364.23,283635.77,264000
TRX0026174,ORD011709,2024-12-17,CUST0328,P014,Jawa Timur,4,20000,0.042,3356.28,76643.72,62000
TRX0026175,ORD011709,2024-12-17,CUST0328,P011,Jawa Timur,13,11500,0.0304,4547.04,144952.96,115700
TRX0028128,ORD012568,2024-12-17,CUST0500,P006,Bali,10,9500,0.0599,5689.42,89310.58,71000
TRX0028129,ORD012568,2024-12-17,CUST0500,P012,Bali,5,16500,0.04,3299.7,79200.3,65500
TRX0028130,ORD012568,2024-12-17,CUST0500,P003,Bali,3,15500,0.0759,3528.41,42971.59,39600
TRX0028131,ORD012568,2024-12-17,CUST0500,P009,Bali,8,3800,0.0847,2573.47,27826.53,23200
TRX0028192,ORD012595,2024-12-17,CUST0197,P006,Jawa Timur,4,9500,0.0288,1094.76,36905.24,28400
TRX0028193,ORD012595,2024-12-17,CUST0197,P007,Jawa Timur,17,12500,0.0881,18715.72,193784.28,163200
TRX0028194,ORD012595,2024-12-17,CUST0197,P005,Jawa Timur,7,3000,0.065,1365.11,19634.89,16100
TRX0028195,ORD012595,2024-12-17,CUST0197,P014,Jawa Timur,10,20000,0.0316,6329.96,193670.04,155000
TRX0028196,ORD012595,2024-12-17,CUST0197,P010,Jawa Timur,4,9800,0.0662,2593.9,36606.1,30000
TRX0028760,ORD012848,2024-12-17,CUST0207,P008,Bali,24,19500,0.0814,38076.35,429923.65,393600
TRX0028761,ORD012848,2024-12-17,CUST0207,P005,Bali,8,3000,0.0709,1702.33,22297.67,18400
TRX0029889,ORD013352,2024-12-17,CUST0247,P006,Jawa Tengah,13,9500,0.0,0.0,123500.0,92300
TRX0029890,ORD013352,2024-12-17,CUST0247,P001,Jawa Tengah,5,18500,0.0313,2897.62,89602.38,79000
TRX0029891,ORD013352,2024-12-17,CUST0247,P013,Jawa Tengah,2,13800,0.0872,2407.97,25192.03,21200
TRX0030784,ORD013747,2024-12-17,CUST0189,P002,Sumatera Utara,14,68000,0.0865,82343.24,869656.76,847000
TRX0031526,ORD014093,2024-12-17,CUST0167,P004,Jawa Barat,8,3200,0.0063,162.41,25437.59,19600
TRX0031527,ORD014093,2024-12-17,CUST0167,P008,Jawa Barat,21,19500,0.1315,53848.96,355651.04,344400
TRX0033027,ORD014751,2024-12-17,CUST0110,P001,DKI Jakarta,23,18500,0.0687,29240.12,396259.88,363400
TRX0036261,ORD016194,2024-12-17,CUST0173,P008,Jawa Timur,2,19500,0.068,2651.66,36348.34,32800
TRX0036262,ORD016194,2024-12-17,CUST0173,P004,Jawa Timur,3,3200,0.0,0.0,9600.0,7350
TRX0036263,ORD016194,2024-12-17,CUST0173,P001,Jawa Timur,10,18500,0.0446,8250.27,176749.73,158000
TRX0036264,ORD016194,2024-12-17,CUST0173,P010,Jawa Timur,1,9800,0.0829,812.16,8987.84,7500
TRX0040129,ORD017921,2024-12-17,CUST0105,P006,Jawa Barat,6,9500,0.0173,985.74,56014.26,42600
TRX0040130,ORD017921,2024-12-17,CUST0105,P002,Jawa Barat,13,68000,0.0,0.0,884000.0,786500
TRX0040131,ORD017921,2024-12-17,CUST0105,P015,Jawa Barat,10,28500,0.061,17396.32,267603.68,220000
TRX0040690,ORD018174,2024-12-17,CUST0445,P005,Jawa Barat,9,3000,0.0479,1293.23,25706.77,20700
TRX0040691,ORD018174,2024-12-17,CUST0445,P010,Jawa Barat,9,9800,0.0981,8655.13,79544.87,67500
TRX0040692,ORD018174,2024-12-17,CUST0445,P014,Jawa Barat,10,20000,0.0739,14788.0,185212.0,155000
TRX0041260,ORD018426,2024-12-17,CUST0413,P015,DKI Jakarta,18,28500,0.0611,31361.47,481638.53,396000
TRX0041261,ORD018426,2024-12-17,CUST0413,P005,DKI Jakarta,19,3000,0.037,2106.33,54893.67,43700
TRX0041849,ORD018687,2024-12-17,CUST0166,P005,Jawa Tengah,3,3000,0.0102,91.91,8908.09,6900
TRX0041850,ORD018687,2024-12-17,CUST0166,P010,Jawa Tengah,7,9800,0.0292,2005.18,66594.82,52500
TRX0042900,ORD019169,2024-12-17,CUST0324,P005,DKI Jakarta,3,3000,0.0303,273.05,8726.95,6900
TRX0042901,ORD019169,2024-12-17,CUST0324,P002,DKI Jakarta,5,68000,0.0538,18298.64,321701.36,302500
TRX0045134,ORD020167,2024-12-17,CUST0026,P002,Bali,3,68000,0.0623,12708.33,191291.67,181500
TRX0045135,ORD020167,2024-12-17,CUST0026,P004,Bali,13,3200,0.0554,2306.35,39293.65,31850
TRX0048216,ORD021521,2024-12-17,CUST0389,P001,Jawa Tengah,13,18500,0.044,10590.37,229909.63,205400
TRX0048217,ORD021521,2024-12-17,CUST0389,P007,Jawa Tengah,7,12500,0.0813,7115.48,80384.52,67200
TRX0048261,ORD021543,2024-12-17,CUST0437,P014,DKI Jakarta,19,20000,0.0528,20059.99,359940.01,294500
TRX0048292,ORD021560,2024-12-17,CUST0094,P007,Sumatera Utara,15,12500,0.0375,7025.09,180474.91,144000
TRX0048293,ORD021560,2024-12-17,CUST0094,P015,Sumatera Utara,6,28500,0.0409,6989.19,164010.81,132000
TRX0048503,ORD021660,2024-12-17,CUST0003,P005,Jawa Barat,7,3000,0.1013,2127.45,18872.55,16100
TRX0048504,ORD021660,2024-12-17,CUST0003,P008,Jawa Barat,8,19500,0.0868,13544.79,142455.21,131200
TRX0051382,ORD022960,2024-12-17,CUST0064,P004,Sumatera Utara,7,3200,0.1068,2392.21,20007.79,17150
TRX0051383,ORD022960,2024-12-17,CUST0064,P012,Sumatera Utara,4,16500,0.08,5276.87,60723.13,52400
TRX0051384,ORD022960,2024-12-17,CUST0064,P005,Sumatera Utara,12,3000,0.0882,3176.08,32823.92,27600
TRX0051385,ORD022960,2024-12-17,CUST0064,P001,Sumatera Utara,3,18500,0.0544,3019.72,52480.28,47400
TRX0051498,ORD023011,2024-12-17,CUST0286,P004,Jawa Timur,7,3200,0.0632,1416.49,20983.51,17150
TRX0051499,ORD023011,2024-12-17,CUST0286,P005,Jawa Timur,3,3000,0.0393,354.11,8645.89,6900
TRX0051500,ORD023011,2024-12-17,CUST0286,P014,Jawa Timur,11,20000,0.0949,20884.49,199115.51,170500
TRX0053527,ORD023922,2024-12-17,CUST0315,P015,Jawa Barat,17,28500,0.0739,35801.3,448698.7,374000
TRX0053528,ORD023922,2024-12-17,CUST0315,P005,Jawa Barat,5,3000,0.0659,989.14,14010.86,11500
TRX0053529,ORD023922,2024-12-17,CUST0315,P012,Jawa Barat,5,16500,0.0603,4978.47,77521.53,65500
TRX0053920,ORD024095,2024-12-17,CUST0349,P012,Jawa Tengah,7,16500,0.104,12011.72,103488.28,91700
TRX0053921,ORD024095,2024-12-17,CUST0349,P004,Jawa Tengah,5,3200,0.0826,1321.55,14678.45,12250
TRX0055687,ORD024885,2024-12-17,CUST0209,P007,Jawa Tengah,3,12500,0.0462,1733.32,35766.68,28800
TRX0055688,ORD024885,2024-12-17,CUST0209,P003,Jawa Tengah,5,15500,0.0801,6211.46,71288.54,66000
TRX0055837,ORD024950,2024-12-17,CUST0389,P008,Jawa Tengah,13,19500,0.0608,15410.87,238089.13,213200
TRX0002214,ORD000983,2024-12-18,CUST0191,P005,Jawa Barat,7,3000,0.0614,1290.24,19709.76,16100
TRX0002215,ORD000983,2024-12-18,CUST0191,P001,Jawa Barat,18,18500,0.0759,25258.47,307741.53,284400
TRX0002351,ORD001051,2024-12-18,CUST0378,P001,Jawa Barat,7,18500,0.027,3493.71,126006.29,110600
TRX0002352,ORD001051,2024-12-18,CUST0378,P015,Jawa Barat,6,28500,0.0171,2924.29,168075.71,132000
TRX0003218,ORD001424,2024-12-18,CUST0228,P001,Jawa Barat,5,18500,0.0227,2104.18,90395.82,79000
TRX0003723,ORD001650,2024-12-18,CUST0482,P005,Jawa Tengah,14,3000,0.0899,3777.78,38222.22,32200
TRX0003872,ORD001724,2024-12-18,CUST0174,P001,DKI Jakarta,11,18500,0.0418,8507.04,194992.96,173800
